Dec 23 336.956
Dec 27 360.451
Jan 9 312.187
Jan 9 335.849
Jan 9 265.088
Jan 9 246.917
Jan 9 336.466
Jan 10 244.344
Jan 12 299.626
Jan 13 269.306
Jan 15 300.707
Jan 15 316.569
Jan 16 296.411
Jan 16 247.364
Jan 18 250.784
Jan 18 252.103
Jan 20 225.058
Jan 21 179.425
Jan 21 150.135
Jan 25 142.681
Jan 26 127.102
