-28 336.956
-24 360.451
-11 312.187
-11 335.849
-11 265.088
-11 246.917
-11 336.466
-10 244.344
-8 299.626
-7 269.306
-5 300.707
-5 316.569
-4 296.411
-4 247.364
-2 250.784
-2 252.103
0 225.058
1 179.425
1 150.135
5 142.681
6 127.102
